Text,Category,Urgency
Requesting a 'No U-Turn' sign.,Others,Low
The park is not maintained.,Others,Low
Illegal construction on the road.,Others,High
"Hello, how are you doing today?",Invalid,Low
asdfjkl; 123456789,Invalid,Low
I think the weather in Mysuru is really pleasant this evening.,Invalid,Low
What is the capital of France?,Invalid,Low
Testing testing 1 2 3.,Invalid,Low
My neighbor is wearing a very bright shirt today.,Invalid,Low
dhanyvaad for the help.,Invalid,Low
I am bored and just wanted to send a message.,Invalid,Low
kripyaa tell me a joke.,Invalid,Low
"The food at the new restaurant was okay, but a bit salty.",Invalid,Low
HEYYYYYYYYYYYYYYYYYYYYYYY,Invalid,Low
I forgot my password for the email account.,Invalid,Low
Does anyone know what time the sun sets today?,Invalid,Low
"Nice app interface, I like the blue color.",Invalid,Low
...................................,Invalid,Low
"Good morning everyone, have a great day!",Invalid,Low
I’m just testing if this button works.,Invalid,Low
Who won the cricket match last night?,Invalid,Low
My dog is acting very cute today.,Invalid,Low
"Lorem ipsum dolor sit amet, consectetur adipiscing elit.",Invalid,Low
kripyaa help me with my homework.,Invalid,Low
Is it going to rain in Karnataka tomorrow?,Invalid,Low
Just checking in to say hi.,Invalid,Low
random text for testing purposes.,Invalid,Low
I really like the way the stars look tonight.,Invalid,Low
Why is the sky blue?,Invalid,Low
987654321,Invalid,Low
Thanks!,Invalid,Low
OK.,Invalid,Low
Bye.,Invalid,Low
I am going to the market now.,Invalid,Low
This is a test message to check the database connection.,Invalid,Low
Can you recommend a good movie?,Invalid,Low
"I lost my pen, has anyone seen it?",Invalid,Low
Namaste.,Invalid,Low
Happy Dasara to everyone!,Invalid,Low
I feel like eating something spicy.,Invalid,Low
1+1=2,Invalid,Low
aaaaaaaaaaaaaaaaaaaaaaaaaaa,Invalid,Low
Please ignore this message.,Invalid,Low
I am learning how to code in Python.,Invalid,Low
"React is better than Angular, in my opinion.",Invalid,Low
Where can I buy a good laptop in Mysuru?,Invalid,Low
Good night.,Invalid,Low
I’m sleepy.,Invalid,Low
What is your name?,Invalid,Low
"This is not a complaint, just a comment.",Invalid,Low
Cool!,Invalid,Low
Great work on the project.,Invalid,Low
!@#$%^&*(),Invalid,Low
Just a blank message.,Invalid,Low
I’m looking for a job in software development.,Invalid,Low
My phone battery is low.,Invalid,Low
Can you translate this to Hindi?,Invalid,Low
I am a student at the local college.,Invalid,Low
Today is Thursday.,Invalid,Low
I am watching a video on YouTube.,Invalid,Low
Hello from Karnataka!,Invalid,Low
Is this the right place to ask about the weather?,Invalid,Low
I like to play football on weekends.,Invalid,Low
How do I use this app?,Invalid,Low
Just a test.,Invalid,Low
Wow.,Invalid,Low
That’s interesting.,Invalid,Low
I don’t know what to say.,Invalid,Low
zzzzzzzzzzzzzzzzzzzzzzzzz,Invalid,Low
I’m eating biryani.,Invalid,Low
The mall is very crowded today.,Invalid,Low
My internet is slow.,Invalid,Low
Hello world!,Invalid,Low
Check 1 2.,Invalid,Low
I’m just curious.,Invalid,Low
This is a very long message that doesn't really say anything useful for the system but I am typing it anyway to see what happens when the text exceeds the character limit of the input field.,Invalid,Low
1111111111111111111,Invalid,Low
Coffee or tea?,Invalid,Low
I prefer dark mode.,Invalid,Low
This is a placeholder.,Invalid,Low
No comment.,Invalid,Low
Ha ha ha!,Invalid,Low
You are doing a good job.,Invalid,Low
I am from Mysuru.,Invalid,Low
My favorite color is blue.,Invalid,Low
Is anyone there?,Invalid,Low
Please delete my account.,Invalid,Low
I am testing the UI.,Invalid,Low
This is spam.,Invalid,Low
Junk message.,Invalid,Low
Error 404.,Invalid,Low
What is the time?,Invalid,Low
I’m busy right now.,Invalid,Low
Talk to you later.,Invalid,Low
This is a mistake.,Invalid,Low
I pressed the button by accident.,Invalid,Low
My screen is cracked.,Invalid,Low
I want to learn machine learning.,Invalid,Low
MERN stack is fun.,Invalid,Low
Just some text.,Invalid,Low
(Y),Invalid,Low
:),Invalid,Low
???,Invalid,Low
!!!,Invalid,Low
123,Invalid,Low
abc,Invalid,Low
test,Invalid,Low
hello,Invalid,Low
hi,Invalid,Low
yes,Invalid,Low
no,Invalid,Low
maybe,Invalid,Low
thanks,Invalid,Low
please,Invalid,Low
help,Invalid,Low
why,Invalid,Low
how,Invalid,Low
when,Invalid,Low
where,Invalid,Low
who,Invalid,Low
what,Invalid,Low
which,Invalid,Low
because,Invalid,Low
although,Invalid,Low
however,Invalid,Low
therefore,Invalid,Low
moreover,Invalid,Low
furthermore,Invalid,Low
nonetheless,Invalid,Low
instead,Invalid,Low
also,Invalid,Low
then,Invalid,Low
so,Invalid,Low
but,Invalid,Low
and,Invalid,Low
or,Invalid,Low
with,Invalid,Low
for,Invalid,Low
from,Invalid,Low
about,Invalid,Low
above,Invalid,Low
below,Invalid,Low
behind,Invalid,Low
beside,Invalid,Low
between,Invalid,Low
among,Invalid,Low
during,Invalid,Low
before,Invalid,Low
after,Invalid,Low
until,Invalid,Low
while,Invalid,Low
since,Invalid,Low
because of,Invalid,Low
in spite of,Invalid,Low
instead of,Invalid,Low
according to,Invalid,Low
on behalf of,Invalid,Low
by means of,Invalid,Low
in addition to,Invalid,Low
as well as,Invalid,Low
apart from,Invalid,Low
aside from,Invalid,Low
regardless of,Invalid,Low
relative to,Invalid,Low
subject to,Invalid,Low
thanks to,Invalid,Low
due to,Invalid,Low
owing to,Invalid,Low
prior to,Invalid,Low
subsequent to,Invalid,Low
relative to,Invalid,Low
equivalent to,Invalid,Low
contrary to,Invalid,Low
according to,Invalid,Low
as for,Invalid,Low
as to,Invalid,Low
in terms of,Invalid,Low
with respect to,Invalid,Low
with regard to,Invalid,Low
in relation to,Invalid,Low
in connection with,Invalid,Low
in accordance with,Invalid,Low
in compliance with,Invalid,Low
in comparison with,Invalid,Low
in contrast with,Invalid,Low
in line with,Invalid,Low
in common with,Invalid,Low
in view of,Invalid,Low
in light of,Invalid,Low
in search of,Invalid,Low
in need of,Invalid,Low
in favor of,Invalid,Low
in charge of,Invalid,Low
in control of,Invalid,Low
in possession of,Invalid,Low
in honor of,Invalid,Low
in memory of,Invalid,Low
in celebration of,Invalid,Low
in recognition of,Invalid,Low
in exchange for,Invalid,Low
in return for,Invalid,Low
in preparation for,Invalid,Low
in anticipation of,Invalid,Low
in search of,Invalid,Low
in pursuit of,Invalid,Low
in hopes of,Invalid,Low
in order to,Invalid,Low
so as to,Invalid,Low
as if,Invalid,Low
as though,Invalid,Low
even if,Invalid,Low
even though,Invalid,Low
as soon as,Invalid,Low
as long as,Invalid,Low
provided that,Invalid,Low
assuming that,Invalid,Low
given that,Invalid,Low
seeing that,Invalid,Low
now that,Invalid,Low
so that,Invalid,Low
in case,Invalid,Low
just in case,Invalid,Low
only if,Invalid,Low
unless,Invalid,Low
whether or not,Invalid,Low
no matter,Invalid,Low
regardless,Invalid,Low
anyhow,Invalid,Low
anyway,Invalid,Low
whatever,Invalid,Low
whichever,Invalid,Low
whoever,Invalid,Low
whomever,Invalid,Low
whenever,Invalid,Low
wherever,Invalid,Low
